ID	VNUM
1137	Skrzydła Demona Chakr.+7
1138	Skrzydła Demona Chakr.+8
1139	Skrzydła Demona Chakr.+9
1140	Ząbkowany Nóż+0
1141	Ząbkowany Nóż+1
1142	Ząbkowany Nóż+2
1143	Ząbkowany Nóż+3
1144	Ząbkowany Nóż+4
1145	Ząbkowany Nóż+5
1146	Ząbkowany Nóż+6
1147	Ząbkowany Nóż+7
1148	Ząbkowany Nóż+8
1149	Ząbkowany Nóż+9
1150	Świetlisty Nóż+0
1151	Świetlisty Nóż+1
1152	Świetlisty Nóż+2
1153	Świetlisty Nóż+3
1154	Świetlisty Nóż+4
1155	Świetlisty Nóż+5
1156	Świetlisty Nóż+6
1157	Świetlisty Nóż+7
1158	Świetlisty Nóż+8
1159	Świetlisty Nóż+9
1160	Nóż Strumienia+0
1161	Nóż Strumienia+1
1162	Nóż Strumienia+2
1163	Nóż Strumienia+3
1164	Nóż Strumienia+4
1165	Nóż Strumienia+5
1166	Nóż Strumienia+6
1167	Nóż Strumienia+7
1168	Nóż Strumienia+8
1169	Nóż Strumienia+9
1170	Kozik Czar. Liś.+0
1171	Kozik Czar. Liś.+1
1172	Kozik Czar. Liś.+2
1173	Kozik Czar. Liś.+3
1174	Kozik Czar. Liś.+4
1175	Kozik Czar. Liś.+5
1176	Kozik Czar. Liś.+6
1177	Kozik Czar. Liś.+7
1178	Kozik Czar. Liś.+8
1179	Kozik Czar. Liś.+9
1340	Kolec Pięciu Elementów+0
1341	Kolec Pięciu Elementów+1
1342	Kolec Pięciu Elementów+2
1343	Kolec Pięciu Elementów+3
1344	Kolec Pięciu Elementów+4
1345	Kolec Pięciu Elementów+5
1346	Kolec Pięciu Elementów+6
1347	Kolec Pięciu Elementów+7
1348	Kolec Pięciu Elementów+8
1349	Kolec Pięciu Elementów+9
2000	Łuk+0
2001	Łuk+1
2002	Łuk+2
2003	Łuk+3
2004	Łuk+4
2005	Łuk+5
2006	Łuk+6
2007	Łuk+7
2008	Łuk+8
2009	Łuk+9
2010	Długi Łuk+0
2011	Długi Łuk+1
2012	Długi Łuk+2
2013	Długi Łuk+3
2014	Długi Łuk+4
2015	Długi Łuk+5
2016	Długi Łuk+6
2017	Długi Łuk+7
2018	Długi Łuk+8
2019	Długi Łuk+9
2020	Kompozytowy Łuk+0
2021	Kompozytowy Łuk+1
2022	Kompozytowy Łuk+2
2023	Kompozytowy Łuk+3
2024	Kompozytowy Łuk+4
2025	Kompozytowy Łuk+5
2026	Kompozytowy Łuk+6
2027	Kompozytowy Łuk+7
2028	Kompozytowy Łuk+8
2029	Kompozytowy Łuk+9
2030	Bojowy Łuk+0
2031	Bojowy Łuk+1
2032	Bojowy Łuk+2
2033	Bojowy Łuk+3
2034	Bojowy Łuk+4
2035	Bojowy Łuk+5
2036	Bojowy Łuk+6
2037	Bojowy Łuk+7
2038	Bojowy Łuk+8
2039	Bojowy Łuk+9
2040	Długi Łuk Jeźdźcy+0
2041	Długi Łuk Jeźdźcy+1
2042	Długi Łuk Jeźdźcy+2
2043	Długi Łuk Jeźdźcy+3
2044	Długi Łuk Jeźdźcy+4
2045	Długi Łuk Jeźdźcy+5
2046	Długi Łuk Jeźdźcy+6
2047	Długi Łuk Jeźdźcy+7
2048	Długi Łuk Jeźdźcy+8
2049	Długi Łuk Jeźdźcy+9
2050	Bojowy Łuk Jeźdźcy+0
2051	Bojowy Łuk Jeźdźcy+1
2052	Bojowy Łuk Jeźdźcy+2
2053	Bojowy Łuk Jeźdźcy+3
2054	Bojowy Łuk Jeźdźcy+4
2055	Bojowy Łuk Jeźdźcy+5
2056	Bojowy Łuk Jeźdźcy+6
2057	Bojowy Łuk Jeźdźcy+7
2058	Bojowy Łuk Jeźdźcy+8
2059	Bojowy Łuk Jeźdźcy+9
2060	Miedziany Łuk+0
2061	Miedziany Łuk+1
2062	Miedziany Łuk+2
2063	Miedziany Łuk+3
2064	Miedziany Łuk+4
2065	Miedziany Łuk+5
2066	Miedziany Łuk+6
2067	Miedziany Łuk+7
2068	Miedziany Łuk+8
2069	Miedziany Łuk+9
2070	Łuk Czarnych Ruin+0
2071	Łuk Czarnych Ruin+1
2072	Łuk Czarnych Ruin+2
2073	Łuk Czarnych Ruin+3
2074	Łuk Czarnych Ruin+4
2075	Łuk Czarnych Ruin+5
2076	Łuk Czarnych Ruin+6
2077	Łuk Czarnych Ruin+7
2078	Łuk Czarnych Ruin+8
2079	Łuk Czarnych Ruin+9
2080	Łuk Czerwonego Oka+0
2081	Łuk Czerwonego Oka+1
2082	Łuk Czerwonego Oka+2
2083	Łuk Czerwonego Oka+3
2084	Łuk Czerwonego Oka+4
2085	Łuk Czerwonego Oka+5
2086	Łuk Czerwonego Oka+6
2087	Łuk Czerwonego Oka+7
2088	Łuk Czerwonego Oka+8
2089	Łuk Czerwonego Oka+9
2090	Łuk Kolczastego Liś.+0
2091	Łuk Kolczastego Liś.+1
2092	Łuk Kolczastego Liś.+2
2093	Łuk Kolczastego Liś.+3
2094	Łuk Kolczastego Liś.+4
2095	Łuk Kolczastego Liś.+5
2096	Łuk Kolczastego Liś.+6
2097	Łuk Kolczastego Liś.+7
2098	Łuk Kolczastego Liś.+8
2099	Łuk Kolczastego Liś.+9
2100	Łuk z rogu byka+0
2101	Łuk z rogu byka+1
2102	Łuk z rogu byka+2
2103	Łuk z rogu byka+3
2104	Łuk z rogu byka+4
2105	Łuk z rogu byka+5
2106	Łuk z rogu byka+6
2107	Łuk z rogu byka+7
2108	Łuk z rogu byka+8
2109	Łuk z rogu byka+9
2110	Łuk Jednorożca+0
2111	Łuk Jednorożca+1
2112	Łuk Jednorożca+2
2113	Łuk Jednorożca+3
2114	Łuk Jednorożca+4
2115	Łuk Jednorożca+5
2116	Łuk Jednorożca+6
2117	Łuk Jednorożca+7
2118	Łuk Jednorożca+8
2119	Łuk Jednorożca+9
2120	Olbrz. Skrzydl. Łuk+0
2121	Olbrz. Skrzydl. Łuk+1
2122	Olbrz. Skrzydl. Łuk+2
2123	Olbrz. Skrzydl. Łuk+3
2124	Olbrz. Skrzydl. Łuk+4
2125	Olbrz. Skrzydl. Łuk+5
2126	Olbrz. Skrzydl. Łuk+6
2127	Olbrz. Skrzydl. Łuk+7
2128	Olbrz. Skrzydl. Łuk+8
2129	Olbrz. Skrzydl. Łuk+9
2130	Boski Łuk Moreli+0
2131	Boski Łuk Moreli+1
2132	Boski Łuk Moreli+2
2133	Boski Łuk Moreli+3
2134	Boski Łuk Moreli+4
2135	Boski Łuk Moreli+5
2136	Boski Łuk Moreli+6
2137	Boski Łuk Moreli+7
2138	Boski Łuk Moreli+8
2139	Boski Łuk Moreli+9
2140	Olbrz. Łuk Żółt. Smoka+0
2141	Olbrz. Łuk Żółt. Smoka+1
2142	Olbrz. Łuk Żółt. Smoka+2
2143	Olbrz. Łuk Żółt. Smoka+3
2144	Olbrz. Łuk Żółt. Smoka+4
2145	Olbrz. Łuk Żółt. Smoka+5
2146	Olbrz. Łuk Żółt. Smoka+6
2147	Olbrz. Łuk Żółt. Smoka+7
2148	Olbrz. Łuk Żółt. Smoka+8
2149	Olbrz. Łuk Żółt. Smoka+9
2150	Łuk Z Rogu Jelenia+0
2151	Łuk Z Rogu Jelenia+1
2152	Łuk Z Rogu Jelenia+2
2153	Łuk Z Rogu Jelenia+3
2154	Łuk Z Rogu Jelenia+4
2155	Łuk Z Rogu Jelenia+5
2156	Łuk Z Rogu Jelenia+6
2157	Łuk Z Rogu Jelenia+7
2158	Łuk Z Rogu Jelenia+8
2159	Łuk Z Rogu Jelenia+9
2160	Olbrz. Łuk Diabła+0
2161	Olbrz. Łuk Diabła+1
2162	Olbrz. Łuk Diabła+2
2163	Olbrz. Łuk Diabła+3
2164	Olbrz. Łuk Diabła+4
2165	Olbrz. Łuk Diabła+5
2166	Olbrz. Łuk Diabła+6
2167	Olbrz. Łuk Diabła+7
2168	Olbrz. Łuk Diabła+8
2169	Olbrz. Łuk Diabła+9
2170	Stalowy Łuk Kruka+0
2171	Stalowy Łuk Kruka+1
2172	Stalowy Łuk Kruka+2
2173	Stalowy Łuk Kruka+3
2174	Stalowy Łuk Kruka+4
2175	Stalowy Łuk Kruka+5
2176	Stalowy Łuk Kruka+6
2177	Stalowy Łuk Kruka+7
2178	Stalowy Łuk Kruka+8
2179	Stalowy Łuk Kruka+9
2180	Łuk Niebieskiego Smoka+0
2181	Łuk Niebieskiego Smoka+1
2182	Łuk Niebieskiego Smoka+2
2183	Łuk Niebieskiego Smoka+3
2184	Łuk Niebieskiego Smoka+4
2185	Łuk Niebieskiego Smoka+5
2186	Łuk Niebieskiego Smoka+6
2187	Łuk Niebieskiego Smoka+7
2188	Łuk Niebieskiego Smoka+8
2189	Łuk Niebieskiego Smoka+9
2190	Upiorna Kusza+0
2191	Upiorna Kusza+1
2192	Upiorna Kusza+2
2193	Upiorna Kusza+3
2194	Upiorna Kusza+4
2195	Upiorna Kusza+5
2196	Upiorna Kusza+6
2197	Upiorna Kusza+7
2198	Upiorna Kusza+8
2199	Upiorna Kusza+9
2370	Łuk Feniksa+0
2371	Łuk Feniksa+1
2372	Łuk Feniksa+2
2373	Łuk Feniksa+3
2374	Łuk Feniksa+4
2375	Łuk Feniksa+5
2376	Łuk Feniksa+6
2377	Łuk Feniksa+7
2378	Łuk Feniksa+8
2379	Łuk Feniksa+9
3000	Glewia+0
3001	Glewia+1
3002	Glewia+2
3003	Glewia+3
3004	Glewia+4
3005	Glewia+5
3006	Glewia+6
3007	Glewia+7
3008	Glewia+8
3009	Glewia+9
3010	Włócznia+0
3011	Włócznia+1
3012	Włócznia+2
3013	Włócznia+3
3014	Włócznia+4
3015	Włócznia+5
3016	Włócznia+6
3017	Włócznia+7
3018	Włócznia+8
3019	Włócznia+9
3020	Gilotynowe Ostrze+0
3021	Gilotynowe Ostrze+1
3022	Gilotynowe Ostrze+2
3023	Gilotynowe Ostrze+3
3024	Gilotynowe Ostrze+4
3025	Gilotynowe Ostrze+5
3026	Gilotynowe Ostrze+6
3027	Gilotynowe Ostrze+7
3028	Gilotynowe Ostrze+8
3029	Gilotynowe Ostrze+9
3030	Pajęcza Włócznia+0
3031	Pajęcza Włócznia+1
3032	Pajęcza Włócznia+2
3033	Pajęcza Włócznia+3
3034	Pajęcza Włócznia+4
3035	Pajęcza Włócznia+5
3036	Pajęcza Włócznia+6
3037	Pajęcza Włócznia+7
3038	Pajęcza Włócznia+8
3039	Pajęcza Włócznia+9
3040	Gizarma+0
3041	Gizarma+1
3042	Gizarma+2
3043	Gizarma+3
3044	Gizarma+4
3045	Gizarma+5
3046	Gizarma+6
3047	Gizarma+7
3048	Gizarma+8
3049	Gizarma+9
3050	Kosa Bojowa+0
3051	Kosa Bojowa+1
3052	Kosa Bojowa+2
3053	Kosa Bojowa+3
3054	Kosa Bojowa+4
3055	Kosa Bojowa+5
3056	Kosa Bojowa+6
3057	Kosa Bojowa+7
3058	Kosa Bojowa+8
3059	Kosa Bojowa+9
3060	Trójząb+0
3061	Trójząb+1
3062	Trójząb+2
3063	Trójząb+3
3064	Trójząb+4
3065	Trójząb+5
3066	Trójząb+6
3067	Trójząb+7
3068	Trójząb+8
3069	Trójząb+9
3070	Halabarda+0
3071	Halabarda+1
3072	Halabarda+2
3073	Halabarda+3
3074	Halabarda+4
3075	Halabarda+5
3076	Halabarda+6
3077	Halabarda+7
3078	Halabarda+8
3079	Halabarda+9
3080	Olbrz. Topór+0
3081	Olbrz. Topór+1
3082	Olbrz. Topór+2
3083	Olbrz. Topór+3
3084	Olbrz. Topór+4
3085	Olbrz. Topór+5
3086	Olbrz. Topór+6
3087	Olbrz. Topór+7
3088	Olbrz. Topór+8
3089	Olbrz. Topór+9
3090	Lodowa Iglica+0
3091	Lodowa Iglica+1
3092	Lodowa Iglica+2
3093	Lodowa Iglica+3
3094	Lodowa Iglica+4
3095	Lodowa Iglica+5
3096	Lodowa Iglica+6
3097	Lodowa Iglica+7
3098	Lodowa Iglica+8
3099	Lodowa Iglica+9
3100	Miecz Dwunastu Duchów+0
3101	Miecz Dwunastu Duchów+1
3102	Miecz Dwunastu Duchów+2
3103	Miecz Dwunastu Duchów+3
3104	Miecz Dwunastu Duchów+4
3105	Miecz Dwunastu Duchów+5
3106	Miecz Dwunastu Duchów+6
3107	Miecz Dwunastu Duchów+7
3108	Miecz Dwunastu Duchów+8
3109	Miecz Dwunastu Duchów+9
3110	Ostrze Zbawienia+0
3111	Ostrze Zbawienia+1
3112	Ostrze Zbawienia+2
3113	Ostrze Zbawienia+3
3114	Ostrze Zbawienia+4
3115	Ostrze Zbawienia+5
3116	Ostrze Zbawienia+6
3117	Ostrze Zbawienia+7
3118	Ostrze Zbawienia+8
3119	Ostrze Zbawienia+9
3120	Zabójca Lwów+0
3121	Zabójca Lwów+1
3122	Zabójca Lwów+2
3123	Zabójca Lwów+3
3124	Zabójca Lwów+4
3125	Zabójca Lwów+5
3126	Zabójca Lwów+6
3127	Zabójca Lwów+7
3128	Zabójca Lwów+8
3129	Zabójca Lwów+9
3130	Partyzana+0
3131	Partyzana+1
3132	Partyzana+2
3133	Partyzana+3
3134	Partyzana+4
3135	Partyzana+5
3136	Partyzana+6
3137	Partyzana+7
3138	Partyzana+8
3139	Partyzana+9
3140	Magnetyczne Ostrze+0
3141	Magnetyczne Ostrze+1
3142	Magnetyczne Ostrze+2
3143	Magnetyczne Ostrze+3
3144	Magnetyczne Ostrze+4
3145	Magnetyczne Ostrze+5
3146	Magnetyczne Ostrze+6
3147	Magnetyczne Ostrze+7
3148	Magnetyczne Ostrze+8
3149	Magnetyczne Ostrze+9
3150	Złodziej Dusz+0
3151	Złodziej Dusz+1
3152	Złodziej Dusz+2
3153	Złodziej Dusz+3
3154	Złodziej Dusz+4
3155	Złodziej Dusz+5
3156	Złodziej Dusz+6
3157	Złodziej Dusz+7
3158	Złodziej Dusz+8
3159	Złodziej Dusz+9
3160	Miecz Żalu+0
3161	Miecz Żalu+1
3162	Miecz Żalu+2
3163	Miecz Żalu+3
3164	Miecz Żalu+4
3165	Miecz Żalu+5
3166	Miecz Żalu+6
3167	Miecz Żalu+7
3168	Miecz Żalu+8
3169	Miecz Żalu+9
3170	Zabójca Żółt. Smoka+0
3171	Zabójca Żółt. Smoka+1
3172	Zabójca Żółt. Smoka+2
3173	Zabójca Żółt. Smoka+3
3174	Zabójca Żółt. Smoka+4
3175	Zabójca Żółt. Smoka+5
3176	Zabójca Żółt. Smoka+6
3177	Zabójca Żółt. Smoka+7
3178	Zabójca Żółt. Smoka+8
3179	Zabójca Żółt. Smoka+9
